path,label
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1003\1003.0.jpg,1003
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1003\1003.1.jpg,1003
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1003\1003.2.jpg,1003
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1003\1003.3.jpg,1003
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1003\1003.4.jpg,1003
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1003\1003.5.jpg,1003
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1004\1004.0.jpg,1004
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1004\1004.1.jpg,1004
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1004\1004.2.jpg,1004
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1004\1004.3.jpg,1004
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1005\1005.0.jpg,1005
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1005\1005.1.jpg,1005
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1005\1005.2.jpg,1005
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1005\1005.3.jpg,1005
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1005\1005.4.jpg,1005
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1005\1005.5.jpg,1005
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1005\1005.6.jpg,1005
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1006\1006.0.jpg,1006
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1006\1006.1.jpg,1006
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1006\1006.2.jpg,1006
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1006\1006.3.jpg,1006
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1006\1006.4.jpg,1006
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1007\1007.0.jpg,1007
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1007\1007.1.jpg,1007
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1007\1007.2.jpg,1007
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1007\1007.3.jpg,1007
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1007\1007.4.jpg,1007
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1008\1008.0.jpg,1008
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1008\1008.1.jpg,1008
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1008\1008.2.jpg,1008
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1008\1008.3.jpg,1008
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1008\1008.4.jpg,1008
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1008\1008.5.jpg,1008
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1009\1009.0.jpg,1009
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1009\1009.1.jpg,1009
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1009\1009.2.jpg,1009
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1009\1009.3.jpg,1009
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\101\101.0.jpg,101
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\101\101.1.jpg,101
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\101\101.10.jpg,101
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\101\101.2.jpg,101
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\101\101.3.jpg,101
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\101\101.4.jpg,101
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\101\101.5.jpg,101
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\101\101.6.jpg,101
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\101\101.7.jpg,101
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\101\101.8.jpg,101
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\101\101.9.jpg,101
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1010\1010.0.jpg,1010
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1010\1010.1.jpg,1010
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1010\1010.2.jpg,1010
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1010\1010.3.jpg,1010
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1011\1011.0.jpg,1011
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1011\1011.1.jpg,1011
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1011\1011.2.jpg,1011
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1011\1011.3.jpg,1011
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1011\1011.4.jpg,1011
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1012\1012.0.jpg,1012
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1012\1012.1.jpg,1012
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1012\1012.2.jpg,1012
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1012\1012.3.jpg,1012
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1012\1012.4.jpg,1012
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1012\1012.5.jpg,1012
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1013\1013.0.jpg,1013
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1013\1013.1.jpg,1013
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1013\1013.2.jpg,1013
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1013\1013.3.jpg,1013
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1013\1013.4.jpg,1013
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1014\1014.0.jpg,1014
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1014\1014.1.jpg,1014
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1014\1014.2.jpg,1014
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1014\1014.3.jpg,1014
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1014\1014.4.jpg,1014
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1014\1014.5.jpg,1014
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1015\1015.0.jpg,1015
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1015\1015.1.jpg,1015
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1015\1015.2.jpg,1015
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1015\1015.3.jpg,1015
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1015\1015.4.jpg,1015
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1015\1015.5.jpg,1015
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1016\1016.0.jpg,1016
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1016\1016.1.jpg,1016
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1016\1016.2.jpg,1016
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1017\1017.0.jpg,1017
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1017\1017.1.jpg,1017
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1017\1017.3.jpg,1017
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1018\1018.0.jpg,1018
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1018\1018.1.jpg,1018
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1018\1018.2.jpg,1018
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1019\1019.0.jpg,1019
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1019\1019.1.jpg,1019
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1019\1019.2.jpg,1019
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1019\1019.3.jpg,1019
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1019\1019.4.jpg,1019
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1019\1019.5.jpg,1019
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\102\102.0.jpg,102
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\102\102.1.jpg,102
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\102\102.2.jpg,102
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\102\102.3.jpg,102
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1020\1020.0.jpg,1020
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1020\1020.1.jpg,1020
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1020\1020.2.jpg,1020
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1020\1020.3.jpg,1020
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1020\1020.4.jpg,1020
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1020\1020.5.jpg,1020
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1021\1021.0.jpg,1021
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1021\1021.1.jpg,1021
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1021\1021.2.jpg,1021
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1021\1021.3.jpg,1021
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1022\1022.0.jpg,1022
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1022\1022.1.jpg,1022
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1022\1022.2.jpg,1022
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1022\1022.3.jpg,1022
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1022\1022.4.jpg,1022
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1022\1022.5.jpg,1022
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1023\1023.0.jpg,1023
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1023\1023.1.jpg,1023
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1023\1023.2.jpg,1023
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1023\1023.3.jpg,1023
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1023\1023.4.jpg,1023
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1024\1024.0.jpg,1024
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1024\1024.1.jpg,1024
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1024\1024.2.jpg,1024
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1024\1024.3.jpg,1024
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1024\1024.4.jpg,1024
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1025\1025.0.jpg,1025
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1025\1025.1.jpg,1025
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1025\1025.2.jpg,1025
D:\Computer Science\TCC Ciência e Tecnologia\src\others\DogFaceNet\dogfacenet_dataset\DogFaceNet_Dataset_224_1\after_4_bis\1025\1025.3.jpg,1025
